id,bhk,property_type,sharing_type,gender_preference,location,area,,furnished,ac,fridge,washing_machine,geyser,wifi,water_24h,parking,cooking_allowed,light_bill_included,full_rent
201,1BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,17000
202,2BHK,Flat,Full,Family,Sector 13,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,Yes,Yes,No,10000
203,1BHK,Flat,Sharing,Boys,Vavol,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,No,12000
204,1BHK,House,Sharing,Boys,Vavol,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,11000
205,3BHK,Tenament,Sharing,Family,Vavol,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,18000
206,1BHK,House,Sharing,Any,Infocity,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,21000
207,3BHK,Room,Sharing,Girls,Sector 6,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,Yes,30000
208,1BHK,House,Sharing,Any,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,12000
209,2BHK,Room,Full,Girls,Raysan,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,No,20000
210,2BHK,House,Sharing,Girls,Vavol,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,No,Yes,Yes,14000
211,1BHK,Tenament,Full,Boys,Sector 2,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,Yes,Yes,No,16000
212,2BHK,Flat,Full,Family,Sector 5A,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,No,Yes,No,17000
213,1BHK,Tenament,Full,Boys,Sector 13,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8000
214,2BHK,Flat,Full,Family,Infocity,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,No,Yes,No,31000
215,2BHK,House,Sharing,Family,Sector 2,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,No,Yes,Yes,24000
216,1BHK,Flat,Sharing,Boys,Sector 3,Gandhinagar,,Fully,No,No,No,No,No,Yes,Yes,Yes,No,10000
217,1BHK,Tenament,Full,Any,Sector 5A,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11000
218,1BHK,House,Sharing,Girls,Vavol,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,10000
219,2BHK,Tenament,Sharing,Boys,Sargasan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,24000
220,1BHK,Tenament,Sharing,Boys,Sector 6,Gandhinagar,,Fully,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,15000
221,3BHK,Room,Sharing,Any,Sargasan,Gandhinagar,,Semi,No,No,No,No,No,Yes,Yes,Yes,Yes,40000
222,2BHK,Tenament,Sharing,Boys,Infocity,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,27000
223,3BHK,Tenament,Full,Boys,Raysan,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,30000
224,2BHK,Tenament,Full,Family,Sector 13,Gandhinagar,,Basic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,12000
225,1BHK,House,Full,Family,Sargasan,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,Yes,Yes,Yes,15000
226,3BHK,Flat,Full,Boys,Sargasan,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,36000
227,3BHK,Room,Sharing,Boys,Sargasan,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39000
228,2BHK,House,Sharing,Boys,Sector 5A,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17000
229,3BHK,Flat,Full,Boys,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,18000
230,3BHK,Room,Sharing,Any,Infocity,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,44000
231,2BHK,House,Sharing,Any,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,23000
232,3BHK,Flat,Full,Family,Sector 2,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,Yes,Yes,No,29000
233,1BHK,Room,Full,Family,Kudasan,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,Yes,Yes,Yes,18000
234,2BHK,Room,Sharing,Girls,Raysan,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,No,Yes,No,20000
235,3BHK,House,Full,Boys,Sector 3,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,Yes,19000
236,3BHK,Flat,Sharing,Any,Sector 6,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,22000
237,3BHK,House,Sharing,Boys,Sector 6,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,Yes,27000
238,3BHK,Room,Sharing,Any,Sector 6,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,30000
239,3BHK,Room,Full,Any,Sector 5A,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,No,Yes,No,23000
240,3BHK,Tenament,Full,Family,Sargasan,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,39000
241,1BHK,Flat,Full,Boys,Sector 6,Gandhinagar,,Basic,Yes,Yes,Yes,No,No,Yes,No,Yes,No,10000
242,3BHK,Tenament,Sharing,Any,Sargasan,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,Yes,32000
243,3BHK,Flat,Full,Girls,Infocity,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,39000
244,3BHK,Room,Full,Boys,Vavol,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,No,21000
245,3BHK,House,Full,Family,Kudasan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,29000
246,3BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,38000
247,2BHK,Flat,Sharing,Any,Kudasan,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,No,Yes,Yes,20000
248,1BHK,House,Full,Family,Sector 5A,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,No,Yes,Yes,12000
249,2BHK,Flat,Sharing,Girls,Infocity,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,26000
250,2BHK,House,Sharing,Any,Infocity,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31000
251,2BHK,Tenament,Full,Any,Sector 5A,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,18000
252,3BHK,Tenament,Full,Boys,Kudasan,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39000
253,1BHK,Room,Sharing,Girls,Sector 5A,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,13000
254,1BHK,Room,Full,Boys,Sector 5A,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,Yes,11000
255,1BHK,Tenament,Full,Girls,Sector 13,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,8000
256,3BHK,Tenament,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,28000
257,3BHK,House,Full,Boys,Sector 6,Gandhinagar,,Semi,No,Yes,No,No,No,Yes,No,Yes,No,23000
258,1BHK,House,Sharing,Family,Sector 5A,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,Yes,Yes,No,13000
259,2BHK,House,Sharing,Girls,Sector 5A,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,19000
260,2BHK,Room,Sharing,Girls,Vavol,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,17000
261,2BHK,House,Sharing,Girls,Kudasan,Gandhinagar,,Semi,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,26000
262,2BHK,Flat,Sharing,Girls,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,20000
263,3BHK,Flat,Sharing,Any,Sector 13,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,17000
264,1BHK,House,Sharing,Family,Sector 6,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,No,11000
265,1BHK,Flat,Full,Girls,Sargasan,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,No,Yes,No,14000
266,3BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,No,Yes,Yes,34000
267,2BHK,Room,Full,Any,Infocity,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,23000
268,2BHK,Tenament,Sharing,Boys,Raysan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,20000
269,2BHK,Flat,Full,Girls,Kudasan,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,Yes,Yes,No,20000
270,2BHK,House,Full,Boys,Sector 5A,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,No,Yes,No,19000
271,3BHK,Room,Full,Any,Sector 6,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,28000
272,2BHK,House,Full,Girls,Sector 3,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,No,Yes,No,12000
273,3BHK,Tenament,Sharing,Girls,Sector 3,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,No,Yes,No,18000
274,3BHK,Room,Full,Boys,Sector 2,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,29000
275,2BHK,Tenament,Sharing,Any,Kudasan,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,21000
276,2BHK,Tenament,Sharing,Family,Raysan,Gandhinagar,,Semi,No,Yes,No,No,No,Yes,No,Yes,No,22000
277,1BHK,Tenament,Full,Boys,Sector 5A,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,12000
278,3BHK,Tenament,Sharing,Boys,Sector 13,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,18000
279,2BHK,House,Sharing,Any,Raysan,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24000
280,1BHK,Flat,Full,Family,Infocity,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,Yes,Yes,Yes,17000
281,1BHK,Flat,Sharing,Any,Sector 13,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,No,7000
282,2BHK,Room,Sharing,Boys,Kudasan,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,No,Yes,Yes,22000
283,2BHK,Tenament,Full,Family,Kudasan,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,27000
284,2BHK,House,Sharing,Family,Kudasan,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,No,Yes,No,27000
285,1BHK,Flat,Sharing,Girls,Raysan,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,15000
286,1BHK,Room,Full,Girls,Sector 13,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6000
287,3BHK,Tenament,Full,Boys,Sector 3,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,No,Yes,No,16000
288,3BHK,Room,Sharing,Girls,Vavol,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,22000
289,1BHK,Room,Sharing,Boys,Sector 3,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,7000
290,3BHK,Flat,Sharing,Family,Sector 13,Gandhinagar,,Fully,No,No,No,No,Yes,Yes,Yes,Yes,Yes,17000
291,1BHK,Flat,Full,Girls,Sector 6,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,Yes,Yes,No,15000
292,1BHK,Room,Sharing,Any,Sector 5A,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,13000
293,2BHK,Tenament,Sharing,Any,Sector 6,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,No,Yes,No,16000
294,2BHK,Flat,Full,Boys,Sector 3,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,No,14000
295,2BHK,Room,Sharing,Girls,Infocity,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,26000
296,2BHK,House,Full,Boys,Sector 3,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,15000
297,1BHK,Tenament,Sharing,Boys,Vavol,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,No,Yes,No,9000
298,1BHK,House,Sharing,Any,Sector 13,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8000
299,3BHK,House,Sharing,Any,Sector 2,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,No,26000
300,2BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,Yes,Yes,No,32000
301,2BHK,House,Full,Girls,Sector 3,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,13000
302,2BHK,House,Sharing,Boys,Sargasan,Gandhinagar,,Basic,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,24000
303,1BHK,House,Sharing,Boys,Sector 6,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,12000
304,3BHK,Tenament,Sharing,Girls,Vavol,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,No,Yes,Yes,22000
305,2BHK,House,Sharing,Any,Sargasan,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,Yes,23000
306,3BHK,Tenament,Full,Any,Sector 2,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,25000
307,3BHK,Tenament,Full,Family,Vavol,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,18000
308,3BHK,Room,Full,Boys,Infocity,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,No,42000
309,1BHK,Tenament,Full,Any,Sector 6,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,10000
310,3BHK,Tenament,Sharing,Any,Infocity,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,No,Yes,Yes,44000
311,2BHK,House,Full,Any,Infocity,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,Yes,Yes,No,25000
312,1BHK,Room,Full,Girls,Sector 2,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,12000
313,1BHK,Flat,Full,Family,Raysan,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12000
314,2BHK,Tenament,Sharing,Any,Sector 5A,Gandhinagar,,Semi,No,Yes,No,No,No,Yes,No,Yes,Yes,19000
315,2BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,Yes,Yes,No,30000
316,2BHK,House,Sharing,Boys,Kudasan,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,No,22000
317,1BHK,Tenament,Sharing,Boys,Vavol,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,10000
318,3BHK,Tenament,Sharing,Boys,Sector 2,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,No,Yes,No,26000
319,2BHK,Room,Full,Family,Sector 3,Gandhinagar,,Fully,No,No,Yes,Yes,No,Yes,Yes,Yes,No,13000
320,1BHK,Tenament,Full,Boys,Kudasan,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,19000
321,2BHK,Flat,Full,Girls,Sector 13,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,Yes,Yes,No,13000
322,3BHK,Room,Full,Family,Sector 5A,Gandhinagar,,Semi,No,Yes,No,No,No,Yes,Yes,Yes,Yes,22000
323,1BHK,Room,Sharing,Girls,Sector 6,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,13000
324,3BHK,House,Sharing,Boys,Sector 2,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,No,Yes,Yes,28000
325,1BHK,House,Sharing,Boys,Vavol,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,No,Yes,No,10000
326,3BHK,Tenament,Sharing,Any,Raysan,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,30000
327,3BHK,Flat,Full,Boys,Sargasan,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,31000
328,1BHK,Flat,Full,Boys,Vavol,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,9000
329,1BHK,House,Sharing,Family,Kudasan,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,18000
330,3BHK,House,Full,Any,Sector 5A,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25000
331,1BHK,Room,Sharing,Boys,Sector 13,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,8000
332,2BHK,Tenament,Sharing,Any,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,No,23000
333,2BHK,Flat,Full,Any,Vavol,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,No,Yes,No,16000
334,2BHK,Tenament,Full,Girls,Sector 6,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,19000
335,2BHK,Flat,Full,Family,Sector 2,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,18000
336,2BHK,Tenament,Full,Family,Sector 2,Gandhinagar,,Fully,Yes,Yes,No,No,No,Yes,No,Yes,No,21000
337,3BHK,Room,Full,Family,Sector 3,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,No,Yes,Yes,17000
338,1BHK,House,Full,Any,Sector 3,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,Yes,8000
339,1BHK,House,Sharing,Boys,Vavol,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,Yes,Yes,No,11000
340,3BHK,House,Sharing,Girls,Sector 6,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,No,24000
341,2BHK,Room,Sharing,Girls,Infocity,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,26000
342,1BHK,Flat,Sharing,Any,Raysan,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,No,Yes,Yes,16000
343,3BHK,Flat,Full,Girls,Sector 5A,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,Yes,23000
344,3BHK,Flat,Full,Boys,Infocity,Gandhinagar,,Fully,No,No,No,No,Yes,Yes,No,Yes,Yes,33000
345,3BHK,Room,Sharing,Boys,Sector 5A,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,21000
346,2BHK,House,Full,Family,Sector 5A,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,Yes,Yes,No,16000
347,2BHK,Tenament,Full,Any,Kudasan,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,Yes,27000
348,3BHK,Tenament,Full,Girls,Sector 5A,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,24000
349,3BHK,Room,Sharing,Any,Sector 5A,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,Yes,Yes,No,22000
350,2BHK,House,Full,Girls,Sector 2,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,18000
351,3BHK,Flat,Sharing,Family,Sector 5A,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,20000
352,2BHK,House,Sharing,Girls,Kudasan,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,No,Yes,Yes,24000
353,2BHK,Flat,Full,Any,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,15000
354,3BHK,Flat,Sharing,Family,Sector 5A,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,Yes,Yes,No,26000
355,1BHK,Room,Full,Boys,Infocity,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,No,16000
356,1BHK,House,Full,Family,Kudasan,Gandhinagar,,Basic,No,Yes,No,Yes,No,Yes,No,Yes,Yes,13000
357,2BHK,Flat,Full,Boys,Sector 3,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,14000
358,1BHK,Room,Full,Girls,Sargasan,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,No,Yes,No,17000
359,1BHK,Tenament,Sharing,Any,Infocity,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,Yes,Yes,No,20000
360,3BHK,House,Full,Boys,Vavol,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,Yes,Yes,Yes,18000
361,1BHK,Tenament,Full,Any,Sector 6,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10000
362,3BHK,House,Sharing,Family,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,30000
363,2BHK,Tenament,Sharing,Family,Sector 6,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,18000
364,2BHK,Tenament,Sharing,Girls,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,13000
365,3BHK,House,Full,Boys,Raysan,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,No,Yes,Yes,32000
366,1BHK,Flat,Sharing,Family,Sector 6,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,11000
367,2BHK,Tenament,Sharing,Family,Vavol,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12000
368,3BHK,Tenament,Full,Any,Sector 13,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,14000
369,1BHK,Flat,Sharing,Any,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,13000
370,3BHK,Tenament,Sharing,Family,Sector 2,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,No,Yes,No,31000
371,1BHK,Flat,Sharing,Boys,Sargasan,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,Yes,19000
372,1BHK,House,Sharing,Girls,Vavol,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,Yes,10000
373,1BHK,Flat,Sharing,Girls,Sector 6,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,13000
374,3BHK,Room,Full,Family,Sector 5A,Gandhinagar,,Fully,No,No,Yes,Yes,No,Yes,Yes,Yes,No,23000
375,1BHK,House,Full,Boys,Raysan,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,13000
376,2BHK,Flat,Sharing,Family,Sector 6,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,No,20000
377,2BHK,House,Sharing,Family,Sector 3,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,15000
378,3BHK,House,Sharing,Family,Sector 6,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,28000
379,3BHK,Flat,Full,Boys,Sector 5A,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,20000
380,3BHK,Flat,Sharing,Girls,Vavol,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,21000
381,1BHK,House,Sharing,Family,Sector 6,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,No,Yes,No,11000
382,2BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Semi,No,No,No,No,No,Yes,Yes,Yes,Yes,33000
383,3BHK,Tenament,Sharing,Any,Vavol,Gandhinagar,,Fully,No,No,No,No,Yes,Yes,Yes,Yes,Yes,20000
384,1BHK,Room,Full,Any,Sector 3,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,Yes,7000
385,2BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,32000
386,2BHK,Tenament,Full,Boys,Sector 6,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,No,21000
387,2BHK,Room,Full,Boys,Sector 5A,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,No,Yes,No,17000
388,3BHK,House,Sharing,Girls,Sector 3,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,17000
389,2BHK,Room,Sharing,Any,Infocity,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,28000
390,3BHK,Tenament,Full,Family,Sector 2,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,No,30000
391,3BHK,Room,Full,Family,Infocity,Gandhinagar,,Fully,No,Yes,No,No,Yes,Yes,Yes,Yes,No,40000
392,1BHK,Flat,Sharing,Girls,Sector 2,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,11000
393,2BHK,Tenament,Sharing,Family,Raysan,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,23000
394,1BHK,House,Full,Girls,Sargasan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,Yes,20000
395,1BHK,Room,Sharing,Boys,Kudasan,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,No,Yes,No,18000
396,3BHK,Flat,Full,Girls,Infocity,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,33000
397,1BHK,Flat,Full,Girls,Sargasan,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,No,Yes,Yes,16000
398,1BHK,House,Sharing,Any,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,8000
399,1BHK,Flat,Sharing,Boys,Sector 2,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,13000
400,1BHK,House,Full,Family,Sector 5A,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10000
401,3BHK,Flat,Full,Girls,Raysan,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,No,Yes,No,27000
